SMILES,rdkit_SMILES,Molecular Weight,Molecular Formula,IUPAC chemical name,EPISUITE-compatible SMILES,InChI Code,InChI Key
C(F)(I)(I)(C=C),C=CC(F)(I)I,311.864,C3H3FI2,"3-fluoro-3,3-diiodoprop-1-ene",C(F)(I)(I)(C=C),"InChI=1S/C3H3FI2/c1-2-3(4,5)6/h2H,1H2",InChIKey=YYYGZHSVFONXMZ-UHFFFAOYSA-N
OC(CI)CI,OC(CI)CI,311.889,C3H6I2O,"1,3-diiodopropan-2-ol",OC(CI)CI,"InChI=1S/C3H6I2O/c4-1-3(6)2-5/h3,6H,1-2H2",InChIKey=DNKPFCQEGBJJTE-UHFFFAOYSA-N
IC1C(F)(I)N1,FC1(I)NC1I,312.852,C2H2FI2N,"2-fluoro-2,3-diiodoaziridine",IC1C(F)(I)N1,"InChI=1S/C2H2FI2N/c3-2(5)1(4)6-2/h1,6H",InChIKey=KFJIBYZNDJNMKM-UHFFFAOYSA-N
FC1C(I)(I)N1,FC1NC1(I)I,312.852,C2H2FI2N,"3-fluoro-2,2-diiodoaziridine",FC1C(I)(I)N1,"InChI=1S/C2H2FI2N/c3-1-2(4,5)6-1/h1,6H",InChIKey=NDLUVEBBNVRCTO-UHFFFAOYSA-N
C(C(Br)(Br)I),CC(Br)(Br)I,313.758,C2H3Br2I,"1,1-dibromo-1-iodoethane",C(C(Br)(Br)I),"InChI=1S/C2H3Br2I/c1-2(3,4)5/h1H3",InChIKey=VMTPBCZGGIQDOO-UHFFFAOYSA-N
C(I)(C(Br)Br),BrC(Br)CI,313.758,C2H3Br2I,"1,1-dibromo-2-iodoethane",C(I)(C(Br)Br),"InChI=1S/C2H3Br2I/c3-2(4)1-5/h2H,1H2",InChIKey=JOSDCBFYJGSIAE-UHFFFAOYSA-N
C(Br)(C(Br)I),BrCC(Br)I,313.758,C2H3Br2I,"1,2-dibromo-1-iodoethane",C(Br)(C(Br)I),"InChI=1S/C2H3Br2I/c3-1-2(4)5/h2H,1H2",InChIKey=XELHIPKOMUNGNK-UHFFFAOYSA-N
O=PC(I)I,O=PC(I)I,313.801,CHI2OP,(diiodomethyl)(oxo)phosphane,O=PC(I)I,InChI=1S/CHI2OP/c2-1(3)5-4/h1H,InChIKey=TUJMAHPXHGVGSS-UHFFFAOYSA-N
C(=O)C(F)(I)(I),O=CC(F)(I)I,313.836,C2HFI2O,"2-fluoro-2,2-diiodoacetaldehyde",C(=O)C(F)(I)(I),"InChI=1S/C2HFI2O/c3-2(4,5)1-6/h1H",InChIKey=GFZTXSADUISNBT-UHFFFAOYSA-N
IC1C(F)(I)O1,FC1(I)OC1I,313.836,C2HFI2O,"2-fluoro-2,3-diiodooxirane",IC1C(F)(I)O1,InChI=1S/C2HFI2O/c3-2(5)1(4)6-2/h1H,InChIKey=PIHOCWUFAUCXIK-UHFFFAOYSA-N
FC1C(I)(I)O1,FC1OC1(I)I,313.836,C2HFI2O,"3-fluoro-2,2-diiodooxirane",FC1C(I)(I)O1,"InChI=1S/C2HFI2O/c3-1-2(4,5)6-1/h1H",InChIKey=DKOLJTSDFWYGTC-UHFFFAOYSA-N
PC(C)(I)I,CC(P)(I)I,313.845,C2H5I2P,"(1,1-diiodoethyl)phosphane",PC(C)(I)I,"InChI=1S/C2H5I2P/c1-2(3,4)5/h5H2,1H3",InChIKey=DUUJLATYMPBRNP-UHFFFAOYSA-N
PC(I)CI,PC(I)CI,313.845,C2H5I2P,"(1,2-diiodoethyl)phosphane",PC(I)CI,"InChI=1S/C2H5I2P/c3-1-2(4)5/h2H,1,5H2",InChIKey=KAXIDGDDGYXUQE-UHFFFAOYSA-N
PCC(I)I,PCC(I)I,313.845,C2H5I2P,"(2,2-diiodoethyl)phosphane",PCC(I)I,"InChI=1S/C2H5I2P/c3-2(4)1-5/h2H,1,5H2",InChIKey=CKGLNGPFSKCBJL-UHFFFAOYSA-N
CPC(I)I,CPC(I)I,313.845,C2H5I2P,(diiodomethyl)(methyl)phosphane,CPC(I)I,"InChI=1S/C2H5I2P/c1-5-2(3)4/h2,5H,1H3",InChIKey=RPRJTNTZMAZFSW-UHFFFAOYSA-N
ICPCI,ICPCI,313.845,C2H5I2P,bis(iodomethyl)phosphane,ICPCI,"InChI=1S/C2H5I2P/c3-1-5-2-4/h5H,1-2H2",InChIKey=OVERNSBGFLBGPM-UHFFFAOYSA-N
C(CC(F)(I)I),CCC(F)(I)I,313.88,C3H5FI2,"1-fluoro-1,1-diiodopropane",C(CC(F)(I)I),"InChI=1S/C3H5FI2/c1-2-3(4,5)6/h2H2,1H3",InChIKey=CTDZIYSKDZIGHG-UHFFFAOYSA-N
C(C(I)C(F)I),CC(I)C(F)I,313.88,C3H5FI2,"1-fluoro-1,2-diiodopropane",C(C(I)C(F)I),"InChI=1S/C3H5FI2/c1-2(5)3(4)6/h2-3H,1H3",InChIKey=WIFRKTIGLARYGI-UHFFFAOYSA-N
C(I)(CC(F)I),FC(I)CCI,313.88,C3H5FI2,"1-fluoro-1,3-diiodopropane",C(I)(CC(F)I),"InChI=1S/C3H5FI2/c4-3(6)1-2-5/h3H,1-2H2",InChIKey=NQUGSNRJVTXJQA-UHFFFAOYSA-N
C(C(I)(I)CF),CC(I)(I)CF,313.88,C3H5FI2,"1-fluoro-2,2-diiodopropane",C(C(I)(I)CF),"InChI=1S/C3H5FI2/c1-3(5,6)2-4/h2H2,1H3",InChIKey=ASFGDKUEVFWXEP-UHFFFAOYSA-N
C(I)(C(I)CF),FCC(I)CI,313.88,C3H5FI2,"1-fluoro-2,3-diiodopropane",C(I)(C(I)CF),"InChI=1S/C3H5FI2/c4-1-3(6)2-5/h3H,1-2H2",InChIKey=ROUMFXCJJGMBMY-UHFFFAOYSA-N
C(C(F)C(I)I),CC(F)C(I)I,313.88,C3H5FI2,"2-fluoro-1,1-diiodopropane",C(C(F)C(I)I),"InChI=1S/C3H5FI2/c1-2(4)3(5)6/h2-3H,1H3",InChIKey=SVXARDYYIWWTKR-UHFFFAOYSA-N
C(C(F)(I)CI),CC(F)(I)CI,313.88,C3H5FI2,"2-fluoro-1,2-diiodopropane",C(C(F)(I)CI),"InChI=1S/C3H5FI2/c1-3(4,6)2-5/h2H2,1H3",InChIKey=CVAIIFXKKARVTO-UHFFFAOYSA-N
C(I)(C(F)CI),FC(CI)CI,313.88,C3H5FI2,"2-fluoro-1,3-diiodopropane",C(I)(C(F)CI),"InChI=1S/C3H5FI2/c4-3(1-5)2-6/h3H,1-2H2",InChIKey=NYYIAKMSMKSPTE-UHFFFAOYSA-N
C(F)(CC(I)I),FCCC(I)I,313.88,C3H5FI2,"3-fluoro-1,1-diiodopropane",C(F)(CC(I)I),"InChI=1S/C3H5FI2/c4-2-1-3(5)6/h3H,1-2H2",InChIKey=FXEHRXJGDRQQBC-UHFFFAOYSA-N
C(I)=C(Cl)(I),ClC(I)=CI,314.289,C2HClI2,"1-chloro-1,2-diiodoethene",C(I)=C(Cl)(I),InChI=1S/C2HClI2/c3-2(5)1-4/h1H,InChIKey=RGNOBRHTHOGDHZ-UHFFFAOYSA-N
C(Cl)=C(I)(I),ClC=C(I)I,314.289,C2HClI2,"2-chloro-1,1-diiodoethene",C(Cl)=C(I)(I),InChI=1S/C2HClI2/c3-1-2(4)5/h1H,InChIKey=GXIGFXQKUWQAMJ-UHFFFAOYSA-N
CNC(F)(I)(I),CNC(F)(I)I,314.868,C2H4FI2N,"1-fluoro-1,1-diiodo-N-methylmethanamine",CNC(F)(I)(I),"InChI=1S/C2H4FI2N/c1-6-2(3,4)5/h6H,1H3",InChIKey=DDBSLSQWCJTWBY-UHFFFAOYSA-N
NC(F)(I)(CI),NC(F)(I)CI,314.868,C2H4FI2N,"1-fluoro-1,2-diiodoethan-1-amine",NC(F)(I)(CI),"InChI=1S/C2H4FI2N/c3-2(5,6)1-4/h1,6H2",InChIKey=KKBRHZANMKHPLA-UHFFFAOYSA-N
C(I)NC(F)(I),FC(I)NCI,314.868,C2H4FI2N,1-fluoro-1-iodo-N-(iodomethyl)methanamine,C(I)NC(F)(I),"InChI=1S/C2H4FI2N/c3-2(5)6-1-4/h2,6H,1H2",InChIKey=HIGYOAYKOOJWJA-UHFFFAOYSA-N
NC(F)(C(I)I),NC(F)C(I)I,314.868,C2H4FI2N,"1-fluoro-2,2-diiodoethan-1-amine",NC(F)(C(I)I),"InChI=1S/C2H4FI2N/c3-1(6)2(4)5/h1-2H,6H2",InChIKey=GCQYZKCTGZFOST-UHFFFAOYSA-N
NC(I)(I)(CF),NC(I)(I)CF,314.868,C2H4FI2N,"2-fluoro-1,1-diiodoethan-1-amine",NC(I)(I)(CF),"InChI=1S/C2H4FI2N/c3-1-2(4,5)6/h1,6H2",InChIKey=IDOITTYNUFVSGA-UHFFFAOYSA-N
NC(I)(C(F)I),NC(I)C(F)I,314.868,C2H4FI2N,"2-fluoro-1,2-diiodoethan-1-amine",NC(I)(C(F)I),"InChI=1S/C2H4FI2N/c3-1(4)2(5)6/h1-2H,6H2",InChIKey=GAFJWZCWFDLKQN-UHFFFAOYSA-N
NC(C(F)(I)I),NCC(F)(I)I,314.868,C2H4FI2N,"2-fluoro-2,2-diiodoethan-1-amine",NC(C(F)(I)I),"InChI=1S/C2H4FI2N/c3-2(4,5)1-6/h1,6H2",InChIKey=ZIESCDOVJKOWKZ-UHFFFAOYSA-N
C(F)NC(I)(I),FCNC(I)I,314.868,C2H4FI2N,"N-(fluoromethyl)-1,1-diiodomethanamine",C(F)NC(I)(I),"InChI=1S/C2H4FI2N/c3-1-6-2(4)5/h2,6H,1H2",InChIKey=KMXHRVSETFLYDV-UHFFFAOYSA-N
C(I)(I)=C(F)(F),FC(F)=C(I)I,315.828,C2F2I2,"1,1-difluoro-2,2-diiodoethene",C(I)(I)=C(F)(F),InChI=1S/C2F2I2/c3-1(4)2(5)6,InChIKey=KNSFKFHTFBRGMX-UHFFFAOYSA-N
C(F)(I)=C(F)(I),FC(I)=C(F)I,315.828,C2F2I2,"1,2-difluoro-1,2-diiodoethene",C(F)(I)=C(F)(I),InChI=1S/C2F2I2/c3-1(5)2(4)6,InChIKey=UUIFDQGXGZCWDP-UHFFFAOYSA-N
C(F)OC(I)(I),FCOC(I)I,315.852,C2H3FI2O,(fluoromethoxy)diiodomethane,C(F)OC(I)(I),"InChI=1S/C2H3FI2O/c3-1-6-2(4)5/h2H,1H2",InChIKey=FUTMCKBUBKSQRO-UHFFFAOYSA-N
COC(F)(I)(I),COC(F)(I)I,315.852,C2H3FI2O,fluorodiiodo(methoxy)methane,COC(F)(I)(I),"InChI=1S/C2H3FI2O/c1-6-2(3,4)5/h1H3",InChIKey=BBLQNJBCTPMCGJ-UHFFFAOYSA-N
C(I)OC(F)(I),FC(I)OCI,315.852,C2H3FI2O,fluoroiodo(iodomethoxy)methane,C(I)OC(F)(I),"InChI=1S/C2H3FI2O/c3-2(5)6-1-4/h2H,1H2",InChIKey=GCKZAOSLUYXYHH-UHFFFAOYSA-N
NNC(F)(I)(I),NNC(F)(I)I,315.856,CH3FI2N2,(fluorodiiodomethyl)hydrazine,NNC(F)(I)(I),"InChI=1S/CH3FI2N2/c2-1(3,4)6-5/h6H,5H2",InChIKey=RMYZQGSNVMPNBG-UHFFFAOYSA-N
C(C(Cl)(I)I),CC(Cl)(I)I,316.305,C2H3ClI2,"1-chloro-1,1-diiodoethane",C(C(Cl)(I)I),"InChI=1S/C2H3ClI2/c1-2(3,4)5/h1H3",InChIKey=RJLDZPUHVCZCKB-UHFFFAOYSA-N
C(I)(C(Cl)I),ClC(I)CI,316.305,C2H3ClI2,"1-chloro-1,2-diiodoethane",C(I)(C(Cl)I),"InChI=1S/C2H3ClI2/c3-2(5)1-4/h2H,1H2",InChIKey=YKAGPPUQBBABGE-UHFFFAOYSA-N
C(Cl)(C(I)I),ClCC(I)I,316.305,C2H3ClI2,"2-chloro-1,1-diiodoethane",C(Cl)(C(I)I),"InChI=1S/C2H3ClI2/c3-1-2(4)5/h2H,1H2",InChIKey=XVPUAZHITHZDPP-UHFFFAOYSA-N
NOC(I)(I)F,NOC(F)(I)I,316.84,CH2FI2NO,O-(fluorodiiodomethyl)hydroxylamine,NOC(I)(I)F,"InChI=1S/CH2FI2NO/c2-1(3,4)6-5/h5H2",InChIKey=BOHBTCJFCJTLKJ-UHFFFAOYSA-N
C(Br)(Br)(F)(I),FC(Br)(Br)I,317.722,CBr2FI,dibromofluoroiodomethane,C(Br)(Br)(F)(I),"InChI=1S/CBr2FI/c2-1(3,4)5",InChIKey=NBMPIOUWRNYXES-UHFFFAOYSA-N
PC(I)(F)I,FC(P)(I)I,317.808,CH2FI2P,(fluorodiiodomethyl)phosphane,PC(I)(F)I,"InChI=1S/CH2FI2P/c2-1(3,4)5/h5H2",InChIKey=JSHJOWIXKAGZSO-UHFFFAOYSA-N
C(I)(C(F)(F)I),FC(F)(I)CI,317.844,C2H2F2I2,"1,1-difluoro-1,2-diiodoethane",C(I)(C(F)(F)I),"InChI=1S/C2H2F2I2/c3-2(4,6)1-5/h1H2",InChIKey=PYUFJIPBTPKNTQ-UHFFFAOYSA-N
C(I)(I)(C(F)F),FC(F)C(I)I,317.844,C2H2F2I2,"1,1-difluoro-2,2-diiodoethane",C(I)(I)(C(F)F),InChI=1S/C2H2F2I2/c3-1(4)2(5)6/h1-2H,InChIKey=JQYOTGDBUPPJTO-UHFFFAOYSA-N
C(F)(C(F)(I)I),FCC(F)(I)I,317.844,C2H2F2I2,"1,2-difluoro-1,1-diiodoethane",C(F)(C(F)(I)I),"InChI=1S/C2H2F2I2/c3-1-2(4,5)6/h1H2",InChIKey=IRHNZLFOUZEKFO-UHFFFAOYSA-N
C(F)(I)(C(F)I),FC(I)C(F)I,317.844,C2H2F2I2,"1,2-difluoro-1,2-diiodoethane",C(F)(I)(C(F)I),InChI=1S/C2H2F2I2/c3-1(5)2(4)6/h1-2H,InChIKey=DDSOBYPCQAZZCZ-UHFFFAOYSA-N
C(Cl)(F)(I)(I),FC(Cl)(I)I,320.268,CClFI2,chlorofluorodiiodomethane,C(Cl)(F)(I)(I),"InChI=1S/CClFI2/c2-1(3,4)5",InChIKey=KRMKVMPRGWVUNY-UHFFFAOYSA-N
PC(C#C)(I)I,C#CC(P)(I)I,323.84,C3H3I2P,"(1,1-diiodoprop-2-yn-1-yl)phosphane",PC(C#C)(I)I,"InChI=1S/C3H3I2P/c1-2-3(4,5)6/h1H,6H2",InChIKey=DHMQIBWJRFWNPA-UHFFFAOYSA-N
PC(I)C#CI,PC(I)C#CI,323.84,C3H3I2P,"(1,3-diiodoprop-2-yn-1-yl)phosphane",PC(I)C#CI,"InChI=1S/C3H3I2P/c4-2-1-3(5)6/h3H,6H2",InChIKey=RGTXCFBLJIWWTP-UHFFFAOYSA-N
IC(PC#C)I,C#CPC(I)I,323.84,C3H3I2P,(diiodomethyl)(ethynyl)phosphane,IC(PC#C)I,"InChI=1S/C3H3I2P/c1-2-6-3(4)5/h1,3,6H",InChIKey=RJSVTNWPSMNZTK-UHFFFAOYSA-N
ICPC#CI,IC#CPCI,323.84,C3H3I2P,(iodoethynyl)(iodomethyl)phosphane,ICPC#CI,"InChI=1S/C3H3I2P/c4-1-2-6-3-5/h6H,3H2",InChIKey=VZJSYTBWDASWDG-UHFFFAOYSA-N
IC1(I)C=CP1,IC1(I)C=CP1,323.84,C3H3I2P,"2,2-diiodo-1,2-dihydrophosphete",IC1(I)C=CP1,"InChI=1S/C3H3I2P/c4-3(5)1-2-6-3/h1-2,6H",InChIKey=BFTXUEKXJWFCKC-UHFFFAOYSA-N
IC1C(I)=CP1,IC1=CPC1I,323.84,C3H3I2P,"2,3-diiodo-1,2-dihydrophosphete",IC1C(I)=CP1,"InChI=1S/C3H3I2P/c4-2-1-6-3(2)5/h1,3,6H",InChIKey=LPKSMDYKNLBTHT-UHFFFAOYSA-N
IC1C=C(I)P1,IC1=CC(I)P1,323.84,C3H3I2P,"2,4-diiodo-1,2-dihydrophosphete",IC1C=C(I)P1,"InChI=1S/C3H3I2P/c4-2-1-3(5)6-2/h1-2,6H",InChIKey=FKHAVLUWNOIUSV-UHFFFAOYSA-N
IC1=C(CP1)I,IC1=C(I)PC1,323.84,C3H3I2P,"3,4-diiodo-1,2-dihydrophosphete",IC1=C(CP1)I,"InChI=1S/C3H3I2P/c4-2-1-6-3(2)5/h6H,1H2",InChIKey=SBVCIYWYEFWQAU-UHFFFAOYSA-N
PC(C=C)(I)I,C=CC(P)(I)I,325.856,C3H5I2P,"(1,1-diiodoallyl)phosphane",PC(C=C)(I)I,"InChI=1S/C3H5I2P/c1-2-3(4,5)6/h2H,1,6H2",InChIKey=LPVCIYYUNMOYKH-UHFFFAOYSA-N
PC(I)C(I)=C,C=C(I)C(P)I,325.856,C3H5I2P,"(1,2-diiodoallyl)phosphane",PC(I)C(I)=C,"InChI=1S/C3H5I2P/c1-2(4)3(5)6/h3H,1,6H2",InChIKey=CEDRHCOHSKSMHB-UHFFFAOYSA-N
CPC(I)=CI,CPC(I)=CI,325.856,C3H5I2P,"(1,2-diiodovinyl)(methyl)phosphane",CPC(I)=CI,"InChI=1S/C3H5I2P/c1-6-3(5)2-4/h2,6H,1H3",InChIKey=BUSLYQYJNFCTQQ-UHFFFAOYSA-N
PC(I)C=CI,PC(I)C=CI,325.856,C3H5I2P,"(1,3-diiodoallyl)phosphane",PC(I)C=CI,"InChI=1S/C3H5I2P/c4-2-1-3(5)6/h1-3H,6H2",InChIKey=IKHSDAJNKLZLAC-UHFFFAOYSA-N
CPC=C(I)I,CPC=C(I)I,325.856,C3H5I2P,"(2,2-diiodovinyl)(methyl)phosphane",CPC=C(I)I,"InChI=1S/C3H5I2P/c1-6-2-3(4)5/h2,6H,1H3",InChIKey=GBDZKKPDKIZNJL-UHFFFAOYSA-N
PCC(I)=CI,PCC(I)=CI,325.856,C3H5I2P,"(2,3-diiodoallyl)phosphane",PCC(I)=CI,"InChI=1S/C3H5I2P/c4-1-3(5)2-6/h1H,2,6H2",InChIKey=ZAGXNFVQJGSOEP-UHFFFAOYSA-N
PCC=C(I)I,PCC=C(I)I,325.856,C3H5I2P,"(3,3-diiodoallyl)phosphane",PCC=C(I)I,"InChI=1S/C3H5I2P/c4-3(5)1-2-6/h1H,2,6H2",InChIKey=GAVRJOREOBVEHR-UHFFFAOYSA-N
IC(PC=C)I,C=CPC(I)I,325.856,C3H5I2P,(diiodomethyl)(vinyl)phosphane,IC(PC=C)I,"InChI=1S/C3H5I2P/c1-2-6-3(4)5/h2-3,6H,1H2",InChIKey=GAJIJFNOCAAAPU-UHFFFAOYSA-N
ICPC(I)=C,C=C(I)PCI,325.856,C3H5I2P,(iodomethyl)(1-iodovinyl)phosphane,ICPC(I)=C,"InChI=1S/C3H5I2P/c1-3(5)6-2-4/h6H,1-2H2",InChIKey=UXTSUEHNXMDUBC-UHFFFAOYSA-N
ICPC=CI,IC=CPCI,325.856,C3H5I2P,(iodomethyl)(2-iodovinyl)phosphane,ICPC=CI,"InChI=1S/C3H5I2P/c4-1-2-6-3-5/h1-2,6H,3H2",InChIKey=KQJOJGXCEADAIG-UHFFFAOYSA-N
IC(P1CC1)I,IC(I)P1CC1,325.856,C3H5I2P,1-(diiodomethyl)phosphirane,IC(P1CC1)I,"InChI=1S/C3H5I2P/c4-3(5)6-1-2-6/h3H,1-2H2",InChIKey=BIJXPWITDLNTDY-UHFFFAOYSA-N
CP1C(I)(I)C1,CP1CC1(I)I,325.856,C3H5I2P,"2,2-diiodo-1-methylphosphirane",CP1C(I)(I)C1,"InChI=1S/C3H5I2P/c1-6-2-3(6,4)5/h2H2,1H3",InChIKey=PZHSSTXGLPRIJK-UHFFFAOYSA-N
IC1(I)CCP1,IC1(I)CCP1,325.856,C3H5I2P,"2,2-diiodophosphetane",IC1(I)CCP1,"InChI=1S/C3H5I2P/c4-3(5)1-2-6-3/h6H,1-2H2",InChIKey=JWYIWHZWAHJGHU-UHFFFAOYSA-N
CP1C(I)C1I,CP1C(I)C1I,325.856,C3H5I2P,"2,3-diiodo-1-methylphosphirane",CP1C(I)C1I,"InChI=1S/C3H5I2P/c1-6-2(4)3(6)5/h2-3H,1H3",InChIKey=XYFKIIVIXKDLMM-UHFFFAOYSA-N
IC1C(I)CP1,IC1CPC1I,325.856,C3H5I2P,"2,3-diiodophosphetane",IC1C(I)CP1,"InChI=1S/C3H5I2P/c4-2-1-6-3(2)5/h2-3,6H,1H2",InChIKey=JPOUPRRGISKWNH-UHFFFAOYSA-N
IC1CC(I)P1,IC1CC(I)P1,325.856,C3H5I2P,"2,4-diiodophosphetane",IC1CC(I)P1,"InChI=1S/C3H5I2P/c4-2-1-3(5)6-2/h2-3,6H,1H2",InChIKey=VSVIOWOQPVTOCE-UHFFFAOYSA-N
ICP1C(I)C1,ICP1CC1I,325.856,C3H5I2P,2-iodo-1-(iodomethyl)phosphirane,ICP1C(I)C1,"InChI=1S/C3H5I2P/c4-2-6-1-3(6)5/h3H,1-2H2",InChIKey=ZWUBSYOQKDNWHJ-UHFFFAOYSA-N
IC1(I)CPC1,IC1(I)CPC1,325.856,C3H5I2P,"3,3-diiodophosphetane",IC1(I)CPC1,"InChI=1S/C3H5I2P/c4-3(5)1-6-2-3/h6H,1-2H2",InChIKey=IDDAUHUGFWQMJR-UHFFFAOYSA-N
CPC(C)(I)I,CPC(C)(I)I,327.872,C3H7I2P,"(1,1-diiodoethyl)(methyl)phosphane",CPC(C)(I)I,"InChI=1S/C3H7I2P/c1-3(4,5)6-2/h6H,1-2H3",InChIKey=KGWXAXZNBWCFMD-UHFFFAOYSA-N
PC(CC)(I)I,CCC(P)(I)I,327.872,C3H7I2P,"(1,1-diiodopropyl)phosphane",PC(CC)(I)I,"InChI=1S/C3H7I2P/c1-2-3(4,5)6/h2,6H2,1H3",InChIKey=SJUCECCNYXFIHU-UHFFFAOYSA-N
CPC(I)CI,CPC(I)CI,327.872,C3H7I2P,"(1,2-diiodoethyl)(methyl)phosphane",CPC(I)CI,"InChI=1S/C3H7I2P/c1-6-3(5)2-4/h3,6H,2H2,1H3",InChIKey=MIBIGNHWZIELSX-UHFFFAOYSA-N
PC(I)C(I)C,CC(I)C(P)I,327.872,C3H7I2P,"(1,2-diiodopropyl)phosphane",PC(I)C(I)C,"InChI=1S/C3H7I2P/c1-2(4)3(5)6/h2-3H,6H2,1H3",InChIKey=DXHLMLRBAUHIGV-UHFFFAOYSA-N
PC(I)CCI,PC(I)CCI,327.872,C3H7I2P,"(1,3-diiodopropyl)phosphane",PC(I)CCI,"InChI=1S/C3H7I2P/c4-2-1-3(5)6/h3H,1-2,6H2",InChIKey=BHZMXUADAQHIDI-UHFFFAOYSA-N
ICPC(I)C,CC(I)PCI,327.872,C3H7I2P,(1-iodoethyl)(iodomethyl)phosphane,ICPC(I)C,"InChI=1S/C3H7I2P/c1-3(5)6-2-4/h3,6H,2H2,1H3",InChIKey=FMMUTVOTPMQBCK-UHFFFAOYSA-N
CPCC(I)I,CPCC(I)I,327.872,C3H7I2P,"(2,2-diiodoethyl)(methyl)phosphane",CPCC(I)I,"InChI=1S/C3H7I2P/c1-6-2-3(4)5/h3,6H,2H2,1H3",InChIKey=NRNYZJBPPZRRRE-UHFFFAOYSA-N
PCC(C)(I)I,CC(I)(I)CP,327.872,C3H7I2P,"(2,2-diiodopropyl)phosphane",PCC(C)(I)I,"InChI=1S/C3H7I2P/c1-3(4,5)2-6/h2,6H2,1H3",InChIKey=DVSODAMEOFNBJJ-UHFFFAOYSA-N
PCC(I)CI,PCC(I)CI,327.872,C3H7I2P,"(2,3-diiodopropyl)phosphane",PCC(I)CI,"InChI=1S/C3H7I2P/c4-1-3(5)2-6/h3H,1-2,6H2",InChIKey=IVFFSTKRTPGTKW-UHFFFAOYSA-N
ICPCCI,ICCPCI,327.872,C3H7I2P,(2-iodoethyl)(iodomethyl)phosphane,ICPCCI,"InChI=1S/C3H7I2P/c4-1-2-6-3-5/h6H,1-3H2",InChIKey=SYEPNMVUXCNOJQ-UHFFFAOYSA-N
PCCC(I)I,PCCC(I)I,327.872,C3H7I2P,"(3,3-diiodopropyl)phosphane",PCCC(I)I,"InChI=1S/C3H7I2P/c4-3(5)1-2-6/h3H,1-2,6H2",InChIKey=FSULPZQQJNHVMX-UHFFFAOYSA-N
IC(PCC)I,CCPC(I)I,327.872,C3H7I2P,(diiodomethyl)(ethyl)phosphane,IC(PCC)I,"InChI=1S/C3H7I2P/c1-2-6-3(4)5/h3,6H,2H2,1H3",InChIKey=JWHRMXOSKKAAEW-UHFFFAOYSA-N
CP(C)C(I)I,CP(C)C(I)I,327.872,C3H7I2P,(diiodomethyl)dimethylphosphane,CP(C)C(I)I,"InChI=1S/C3H7I2P/c1-6(2)3(4)5/h3H,1-2H3",InChIKey=YNLBKIPAEYXVOW-UHFFFAOYSA-N
CP(CI)CI,CP(CI)CI,327.872,C3H7I2P,bis(iodomethyl)(methyl)phosphane,CP(CI)CI,"InChI=1S/C3H7I2P/c1-6(2-4)3-5/h2-3H2,1H3",InChIKey=QECINIDVVOCERG-UHFFFAOYSA-N
C(Br)(Br)=C(F)(I),FC(I)=C(Br)Br,329.733,C2Br2FI,"1,1-dibromo-2-fluoro-2-iodoethene",C(Br)(Br)=C(F)(I),InChI=1S/C2Br2FI/c3-1(4)2(5)6,InChIKey=WQECIBCYWYSOFE-UHFFFAOYSA-N
C(Br)(I)=C(Br)(F),FC(Br)=C(Br)I,329.733,C2Br2FI,"1,2-dibromo-1-fluoro-2-iodoethene",C(Br)(I)=C(Br)(F),InChI=1S/C2Br2FI/c3-1(5)2(4)6,InChIKey=CXFUYDUKTLQQLU-UHFFFAOYSA-N
PC(F)=C(I)I,FC(P)=C(I)I,329.819,C2H2FI2P,"(1-fluoro-2,2-diiodovinyl)phosphane",PC(F)=C(I)I,InChI=1S/C2H2FI2P/c3-1(6)2(4)5/h6H2,InChIKey=ZBAHVFSNEBQGND-UHFFFAOYSA-N
PC(I)=C(F)I,FC(I)=C(P)I,329.819,C2H2FI2P,"(2-fluoro-1,2-diiodovinyl)phosphane",PC(I)=C(F)I,InChI=1S/C2H2FI2P/c3-1(4)2(5)6/h6H2,InChIKey=WHSXFBWXSFSDJV-UHFFFAOYSA-N
IC1C(I)(F)P1,FC1(I)PC1I,329.819,C2H2FI2P,"2-fluoro-2,3-diiodophosphirane",IC1C(I)(F)P1,"InChI=1S/C2H2FI2P/c3-2(5)1(4)6-2/h1,6H",InChIKey=LQJFWQZFGMSWMO-UHFFFAOYSA-N
FC1C(I)(I)P1,FC1PC1(I)I,329.819,C2H2FI2P,"3-fluoro-2,2-diiodophosphirane",FC1C(I)(I)P1,"InChI=1S/C2H2FI2P/c3-1-2(4,5)6-1/h1,6H",InChIKey=YGXTWNFDJFOOHH-UHFFFAOYSA-N
IC(POC)I,COPC(I)I,329.844,C2H5I2OP,(diiodomethyl)(methoxy)phosphane,IC(POC)I,"InChI=1S/C2H5I2OP/c1-5-6-2(3)4/h2,6H,1H3",InChIKey=KSBFPLZHEBWBMI-UHFFFAOYSA-N
BrC(Br)(Br)Br,BrC(Br)(Br)Br,331.627,CBr4,perbromomethane,BrC(Br)(Br)Br,"InChI=1S/CBr4/c2-1(3,4)5",InChIKey=HJUGFYREWKUQJT-UHFFFAOYSA-N
PC(I)(Br)Br,PC(Br)(Br)I,331.713,CH2Br2IP,(dibromoiodomethyl)phosphane,PC(I)(Br)Br,"InChI=1S/CH2Br2IP/c2-1(3,4)5/h5H2",InChIKey=FEIXHHOWMQJKIM-UHFFFAOYSA-N
